Emblem_ID,Factory_CName,Factory_Address,Factory_Tel,Factory_Fax,Factory_Director,Material_Name,PType_Name,Product_Name
124202,玉美生技股份有限公司加工廠,臺中市大肚區中和里南榮路70巷8號,04-26933900,,顏子芳,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-綠竹筍
121004,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,方便煮葉菜類-方便煮-小白菜段
011521,新東陽股份有限公司大園廠,桃園市大園區大工路11號,03-3866317,03-3866370,麥寬成,肉品,含肉顆粒乳化型西式香腸,新東陽純肉德式香腸-黑胡椒
011001,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷藏豬肉,小分切(肉塊)
120203,保證責任雲林縣新湖合作農場(生鮮截切蔬菜),雲林縣褒忠鄉新湖村復興路17-2號,05-6972425,05-6974949,陳清山,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類(小包裝)-甘藍
011533,新東陽股份有限公司大園廠,桃園市大園區大工路11號,03-3866317,03-3866370,麥寬成,肉品,肉乾,蜜汁豬肉乾
122202,中原食品工業開發股份有限公司,新北市三峽區正義街18號,02-26723868,02-26723308,董晃銘,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-洋蔥
124201,玉美生技股份有限公司加工廠,臺中市大肚區中和里南榮路70巷8號,04-26933900,,顏子芳,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類
017025,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,含肉顆粒乳化型西式香腸,活菌豬德式黑胡椒腸
018701,保億冷凍食品有限公司,屏東縣九如鄉玉泉村黃金路51號,08-7031616,08-7031699,蘇文旭,肉品,冷藏豬肉,軟油
124001,保證責任雲林縣十八甲果菜生產合作社,雲林縣元長鄉後湖村復興路88號,05-7881888,05-7886969,李星樺,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-菠菜
120302,保證責任嘉義市嘉全果菜生產合作社,嘉義市林森東路367-45號,05-2761310,05-2778406,林金城,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-胡蘿蔔
136005,高雄市林園區漁會,高雄市林園區鳳芸里漁港路2號,07-6432763,08,蘇居萬,水產加工品,冷凍水產品,冷凍鮮魷魚分切(OEM)
120401,保證責任雲林縣庄西合作農場,雲林縣崙背鄉水尾村新生路23-1號,05-5989637,05-5987920,莊錦癸,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-空心菜
010142,台灣農畜產工業股份有限公司農科廠,屏東縣長治鄉德和村神農東路28號,08-7625088,08-7626088,,肉品,含肉顆粒乳化型西式香腸,台畜德式香腸-原味(粗顆粒)
018912,大潤發流通事業股份有限公司頭份分公司,苗栗縣頭份鎮自強路230號,037-592668,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮五花扣肉片
121007,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切組合包裝類,方便煮組合包裝類-花椰菜朵
121002,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-豌豆嬰
122201,中原食品工業開發股份有限公司,新北市三峽區正義街18號,02-26723868,02-26723308,董晃銘,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-菾菜
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,白毛豬：五花扣肉片
132212,匯永實業股份有限公司(水產品),高雄市前鎮區新衙路296巷1-1號,07-8618686,07-8610770,朱挺玗,水產加工品,冷凍水產品,冷凍水針魚塊
120301,保證責任嘉義市嘉全果菜生產合作社,嘉義市林森東路367-45號,05-2761310,05-2778406,林金城,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-青梗白菜
124202,玉美生技股份有限公司加工廠,臺中市大肚區中和里南榮路70巷8號,04-26933900,,顏子芳,生鮮截切蔬果,生鮮截切根莖類,鮮切芋頭塊
017303,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷藏雞肉,土雞：全胸
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-紅莧菜
011534,新東陽股份有限公司大園廠,桃園市大園區大工路11號,03-3866317,03-3866370,麥寬成,肉品,肉乾,辣味豬肉乾
012201,花蓮縣光豐地區農會肉品加工場,花蓮縣光復鄉西富村中正路2段6巷10號,03-8705602,03-8705603,張明發,肉品,冷藏豬肉,大骨
018905,大潤發流通事業股份有限公司中和分公司(景平店),新北市中和區景平路182號B1,(02)2943-6000,(02)2949-3149,林弘斌,肉品,冷藏雞肉,去骨雞腿
123501,宏遠國際餐飲股份有限公司,新北市五股區五股工業區五權路54號,02-22900198,02-22900005,鄭伊珊,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-中國A菜
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,全鴨
121002,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-綠蘆筍
018906,大潤發流通事業股份有限公司土城分公司,新北市土城區永安街25號,(02)2267-4750  ,(02)2267-8256,林弘斌,肉品,冷藏雞肉,雞小腿
122701,豐富家實業有限公司,嘉義市西區青年街135號,05-2367920,05-2854638,趙任專,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-葉萵苣
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,骨腿
017601,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷藏豬肉,板油
017303,勝贏屠宰場股份有限公司,宜蘭縣壯圍鄉新南村(路)96-7號,03-9387366,03-9370457,林麗菁,肉品,冷藏雞肉,土雞：去骨帶皮腿肉(去腳踝)
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-大心芥菜
017037,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,肉乾,活菌豬肉角燒
120208,保證責任雲林縣新湖合作農場(生鮮截切蔬菜),雲林縣褒忠鄉新湖村復興路17-2號,05-6972425,05-6974949,陳清山,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-洋蔥
017203,鹽水鎮冷凍肉雞產銷班肉雞電宰廠,台南市鹽水區文昌里孫厝4-9號,06-6552157,06-6550382,顏文雄,肉品,冷藏雞肉,白色肉雞：肉塊
120401,保證責任雲林縣庄西合作農場,雲林縣崙背鄉水尾村新生路23-1號,05-5989637,05-5987920,莊錦癸,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-球莖甘藍
017035,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,肉乾,活菌豬香燻肉絲條
011001,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷藏豬肉,腹脅肉（五花肉、三層肉）
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏雞肉,雞胸切塊
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,二節翅
122202,中原食品工業開發股份有限公司,新北市三峽區正義街18號,02-26723868,02-26723308,董晃銘,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-蘿蔔
018906,大潤發流通事業股份有限公司土城分公司,新北市土城區永安街25號,(02)2267-4750  ,(02)2267-8256,林弘斌,肉品,冷藏雞肉,冷藏傳統土雞切塊
123501,宏遠國際餐飲股份有限公司,新北市五股區五股工業區五權路54號,02-22900198,02-22900005,鄭伊珊,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-高麗菜
016505,友宏有限公司,高雄市阿蓮區港後村崙頂1-10號,07-6317135,07-6320636,吳珮瑜,肉品,冷藏鴨肉,全鴨
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,白毛豬：後腿火鍋片
011203,超秦企業股份有限公司,桃園市桃園區中埔里永安路1061號,03-3411111,03-3411213,卓靖倫,肉品,冷藏雞肉,白色肉雞：肉片
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-結球萵苣
015616,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,乳化型西式香腸,法蘭克福香腸
019403,凱馨實業股份有限公司二廠,雲林縣斗六市八德里引善路196號,05-5347888,05-5332952,鄧進得,肉品,冷藏雞肉,有色肉雞（指土雞）：帶皮清肉
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,特選胸肉 
016901,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷藏豬肉,大骨（指肩胛骨、前肢骨【上、下腕骨】、髖骨【骨盤骨】或後肢骨【大腿骨及下腿骨】）
016003,興中台股份有限公司,彰化縣埤頭鄉大湖村中央路89-10號,04-8927806,04-8927494,賴豐富,肉品,冷藏雞肉,白色肉雞：里肌肉
123901,正暘農產股份有限公司,雲林縣西螺鎮中山路285號,05-586-3216,05-586-2489,李宗穎,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-油菜
017021,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,乳化型西式香腸,特製鑫鑫腸
011203,超秦企業股份有限公司,桃園市桃園區中埔里永安路1061號,03-3411111,03-3411213,卓靖倫,肉品,冷藏雞肉,土雞：全胸
123901,正暘農產股份有限公司,雲林縣西螺鎮中山路285號,05-586-3216,05-586-2489,李宗穎,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-小白菜
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：肋小排切塊
014203,瑞峰食品有限公司,高雄市鳥松區美山路36巷1-33號,07-7329958,,,肉品,冷藏雞肉,白肉雞：三節翅
123501,宏遠國際餐飲股份有限公司,新北市五股區五股工業區五權路54號,02-22900198,02-22900005,鄭伊珊,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-龍鬚菜
124202,玉美生技股份有限公司加工廠,臺中市大肚區中和里南榮路70巷8號,04-26933900,,顏子芳,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-馬鈴薯
016503,友宏有限公司,高雄市阿蓮區港後村崙頂1-10號,07-6317135,07-6320636,吳珮瑜,肉品,冷藏雞肉,有色肉雞(土雞)：光雞
122701,豐富家實業有限公司,嘉義市西區青年街135號,05-2367920,05-2854638,趙任專,生鮮截切蔬果,生鮮截切葉菜類,芥藍菜
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：胛心肉
012003,佳世福有限公司觀音廠,桃園市觀音區白玉里玉林路一段522號,03-4734000,03-4738598,許李維,肉品,冷藏雞肉,白肉雞：去骨帶皮腿肉（去腳踝）
121501,保證責任彰化縣永靖合作農場,彰化縣永靖鄉瑚璉村東興路210號,04-8231806,04-8223961,莊芳雄,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-空心菜
121005,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切根莖類,方便煮根莖類-方便煮-地瓜絲
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏雞肉,雞里肌肉
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,里肌肉
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉丁
014203,瑞峰食品有限公司,高雄市鳥松區美山路36巷1-33號,07-7329958,,,肉品,冷藏雞肉,白肉雞：八塊雞
015616,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,乳化型西式香腸,天然腸衣熱狗(煙燻黑胡椒) 
121005,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切根莖類,方便煮根莖類-方便煮-嫩薑細絲
016683,保證責任台灣省北台肉雞運銷合作社,桃園市大園區三石里五鄰45-51號,03-3835116,03-3835112,黃興任,肉品,冷藏雞肉,白色肉雞：雞排切塊
121004,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,方便煮葉菜類-珍品青蔥
011520,新東陽股份有限公司大園廠,桃園市大園區大工路11號,03-3866317,03-3866370,麥寬成,肉品,含肉顆粒乳化型西式香腸,新東陽煙燻德式厚Q香腸
018101,思牧企業股份有限公司內埔一廠,屏東縣內埔鄉豐田村延平路133號,08-7537910,08-7783339,李瑞德,肉品,冷藏豬肉,尾冬骨
012483,大成長城企業股份有限公司柳營肉品二廠,台南市柳營區士林里長榮路六段513號,06-6224201,06-6223800,,肉品,冷藏雞肉,白色肉雞:棒腿
120401,保證責任雲林縣庄西合作農場,雲林縣崙背鄉水尾村新生路23-1號,05-5989637,05-5987920,莊錦癸,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-大白菜
121102,保證責任雲林縣子茂果菜生產合作社,雲林縣土庫鎮埤腳里14鄰扶朝120號,05-6621488,05-6621487,陳祈然,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-馬鈴薯
019403,凱馨實業股份有限公司二廠,雲林縣斗六市八德里引善路196號,05-5347888,05-5332952,鄧進得,肉品,冷藏雞肉,白色肉雞：雞排
120203,保證責任雲林縣新湖合作農場(生鮮截切蔬菜),雲林縣褒忠鄉新湖村復興路17-2號,05-6972425,05-6974949,陳清山,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類(小包裝)-葉萵苣
015601,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷藏豬肉,豬腳(不認定自踝關節切下之後肢豬腳)
017203,鹽水鎮冷凍肉雞產銷班肉雞電宰廠,台南市鹽水區文昌里孫厝4-9號,06-6552157,06-6550382,顏文雄,肉品,冷藏雞肉,白色肉雞：翅腿
121102,保證責任雲林縣子茂果菜生產合作社,雲林縣土庫鎮埤腳里14鄰扶朝120號,05-6621488,05-6621487,陳祈然,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-甘藷
018917,大潤發流通事業股份有限公司台南佳里店分公司,台南市佳里區民安里同安寮80之2號,(06)723-3777,(06)723-2333,林弘斌,肉品,冷藏雞肉,三節翅
124201,玉美生技股份有限公司加工廠,臺中市大肚區中和里南榮路70巷8號,04-26933900,,顏子芳,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-蘿蔓
017021,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,含肉顆粒乳化型西式香腸,活菌豬鑫鑫腸
015601,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷藏豬肉,腹脅排（腩排、肉排）
010603,鼎耀國際食品股份有限公司,新店區寶中路94號及94之1號,02-29106111,02-2915-5333,劉素靜,肉品,冷藏雞肉,白色肉雞：去骨帶皮腿排肉
123501,宏遠國際餐飲股份有限公司,新北市五股區五股工業區五權路54號,02-22900198,02-22900005,鄭伊珊,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-蚵白菜
120402,保證責任雲林縣庄西合作農場,雲林縣崙背鄉水尾村新生路23-1號,05-5989637,05-5987920,莊錦癸,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-洋蔥
016003,興中台股份有限公司,彰化縣埤頭鄉大湖村中央路89-10號,04-8927806,04-8927494,賴豐富,肉品,冷藏雞肉,白色肉雞：肉丁
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-包心白菜
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,清腿
018912,大潤發流通事業股份有限公司頭份分公司,苗栗縣頭份鎮自強路230號,037-592668,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬小里肌燒肉片
011603,台灣卜蜂企業股份有限公司,南投市南崗工業區工業東路17號,049-2255337,049-2255780,鄭武樾,肉品,冷藏雞肉,白色肉雞：帶爪全雞
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-地瓜葉
121005,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切根莖類,方便煮根莖類-方便煮-紅蘿蔔絲
016503,友宏有限公司,高雄市阿蓮區港後村崙頂1-10號,07-6317135,07-6320636,吳珮瑜,肉品,冷藏雞肉,白色肉雞：九塊雞
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-廣東A菜
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,鴨排
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：後腿燒肉片
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏雞肉,雞胸切塊
120208,保證責任雲林縣新湖合作農場(生鮮截切蔬菜),雲林縣褒忠鄉新湖村復興路17-2號,05-6972425,05-6974949,陳清山,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類
016683,保證責任台灣省北台肉雞運銷合作社,桃園市大園區三石里五鄰45-51號,03-3835116,03-3835112,黃興任,肉品,冷藏雞肉,白色肉雞：帶皮長頸
123501,宏遠國際餐飲股份有限公司,新北市五股區五股工業區五權路54號,02-22900198,02-22900005,鄭伊珊,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-蕹菜
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,太空鴨切排
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿肉塊
014803,沅泰食品有限公司,高雄市前鎮區新都路10號,07-8135900,07-8411923,藍榮富,肉品,冷藏雞肉,白色肉雞：翅中
015616,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,乳化型西式香腸,法蘭克福香腸(黑胡椒)
121002,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-甘藷
013283,金豐盛食品股份有限公司,台南市鹽水區三明里舊營1-28號,06-6535818,06-6535820,,肉品,冷藏雞肉,其他:爪、尾椎
121701,保證責任彰化縣員林合作農場台中配銷處,台中市西屯區廣福路272巷2號,04-27070265,04-27070058,黃建銓,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類
017801,嘉一香食品股份有限公司樹林廠,新北市樹林區俊安街43號,02-26894911,02-26895910,陳國訓,肉品,冷藏豬肉,後腿蹄膀
018203,亦盛實業有限公司,屏東縣萬丹鄉社中村大義路9號,(08)7075575,(08)7075572,林家宏,肉品,冷藏雞肉,白色肉雞：光雞
120401,保證責任雲林縣庄西合作農場,雲林縣崙背鄉水尾村新生路23-1號,05-5989637,05-5987920,莊錦癸,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-白莧菜
016115,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,禽肉火腿,煙燻鴨肉
124202,玉美生技股份有限公司加工廠,臺中市大肚區中和里南榮路70巷8號,04-26933900,,顏子芳,生鮮截切蔬果,生鮮截切根莖類,鮮切芋頭
016503,友宏有限公司,高雄市阿蓮區港後村崙頂1-10號,07-6317135,07-6320636,吳珮瑜,肉品,冷藏雞肉,白色肉雞：雞胸對切
120301,保證責任嘉義市嘉全果菜生產合作社,嘉義市林森東路367-45號,05-2761310,05-2778406,林金城,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-紫高麗菜
016105,振聲農業科技股份有限公司,屏東縣鹽埔鄉新二村維新路168-8號,08-7933121,08-7933125,邱順天,肉品,冷藏鴨肉,特選腿肉
015601,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷藏豬肉,骨類
019603,耀陞食品股份有限公司,台中市大肚區營埔里營埔一街2號,04-26932099,04-26930709,陳炳乾,肉品,冷藏雞肉,全胸對切
124001,保證責任雲林縣十八甲果菜生產合作社,雲林縣元長鄉後湖村復興路88號,05-7881888,05-7886969,李星樺,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-青江菜
015616,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,乳化型西式香腸,天然腸衣熱狗(黑胡椒)
121502,保證責任彰化縣永靖合作農場,彰化縣永靖鄉瑚璉村東興路210號,04-8231806,04-8223961,莊芳雄,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-白蘿蔔
014203,瑞峰食品有限公司,高雄市鳥松區美山路36巷1-33號,07-7329958,,,肉品,冷藏雞肉,白肉雞：去骨帶皮腿肉(帶腳踝)
122201,中原食品工業開發股份有限公司,新北市三峽區正義街18號,02-26723868,02-26723308,董晃銘,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-結球萵苣(美生菜)
015681,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷藏豬肉,大分切:前腿油
019403,凱馨實業股份有限公司二廠,雲林縣斗六市八德里引善路196號,05-5347888,05-5332952,鄧進得,肉品,冷藏雞肉,有色肉雞（指烏骨雞）：清雞排
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-菠菜
016003,興中台股份有限公司,彰化縣埤頭鄉大湖村中央路89-10號,04-8927806,04-8927494,賴豐富,肉品,冷藏雞肉,白色肉雞：肉片
121701,保證責任彰化縣員林合作農場台中配銷處,台中市西屯區廣福路272巷2號,04-27070265,04-27070058,黃建銓,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-莧菜
064001,晉欣食品股份有限公司(即食餐食),高雄市岡山區嘉新東路1-1號,07-6228123,07-6227575,黃君毅,即食餐食,18℃恆溫製品,壽司
010501,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷藏豬肉,上肩肉(梅花肉)
018912,大潤發流通事業股份有限公司頭份分公司,苗栗縣頭份鎮自強路230號,037-592668,,林弘斌,肉品,冷藏雞肉,冷藏傳統土雞切塊
121001,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-油菜
120204,保證責任雲林縣新湖合作農場(生鮮截切蔬菜),雲林縣褒忠鄉新湖村復興路17-2號,05-6972425,05-6974949,陳清山,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類(小包裝)-豆薯
013303,元進莊企業股份有限公司[屠宰廠],雲林縣元長鄉龍岩村2鄰龍岩20-105號,05-7888641,05-7886303,吳政憲,肉品,冷藏雞肉,骨腿(土雞)
124001,保證責任雲林縣十八甲果菜生產合作社,雲林縣元長鄉後湖村復興路88號,05-7881888,05-7886969,李星樺,生鮮截切蔬果,生鮮截切葉菜類,生鮮截切葉菜類-青蔥
061303,統皓食品股份有限公司,新北市五股區五權路49號,02-22900079,02-22984514,鄭得興,即食餐食,18℃恆溫製品,鮪魚三角飯糰
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬肩胛骨切塊
016803,大成長城企業股份有限公司柳營肉品廠,臺南市柳營區士林里長榮路六段501號,06-6224201,,韓家宇,肉品,冷藏雞肉,有色肉雞：去骨帶皮腿肉（帶腳踝）
120402,保證責任雲林縣庄西合作農場,雲林縣崙背鄉水尾村新生路23-1號,05-5989637,05-5987920,莊錦癸,生鮮截切蔬果,生鮮截切根莖類,生鮮截切根莖類-白蘿蔔
016603,保證責任台灣省北台肉雞運銷合作社,桃園市大園區三石里五鄰45-51號,03-3835116,03-3835112,黃興任,肉品,冷藏雞肉,白色肉雞：翅中
121004,保證責任雲林縣漢光果菜生產合作社,雲林縣西螺鎮新安里振安路98號,05-5876789,05-5867789,廖丁川,生鮮截切蔬果,生鮮截切葉菜類,方便煮葉菜類-方便煮-福山萵苣葉(中國A菜葉)
061302,統皓食品股份有限公司,新北市五股區五權路49號,02-22900079,02-22984514,鄭得興,即食餐食,18℃恆溫製品,龍蝦沙拉．肉鬆海陸雙福捲
011001,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷藏豬肉,小分切(絞肉)
